loan_id,customer_id,loan_amount,interest_rate,age,income,employment_type,credit_score,max_dpd,is_default
500,376,91082,13.9,54,965907,Salaried,685,66,0
501,377,161129,11.32,38,529475,Salaried,793,30,0
502,378,319376,12.66,30,1240826,Salaried,650,60,0
503,379,144673,11.1,27,971093,Salaried,722,78,0
504,379,52430,10.63,27,971093,Salaried,722,60,0
505,380,99800,11.79,36,566438,Salaried,700,64,0
506,381,58614,17.26,35,272373,Salaried,584,76,0
507,382,70404,12.3,27,184312,Salaried,696,92,1
508,383,234026,17.6,37,652294,Salaried,590,60,0
509,383,160721,16.6,37,652294,Salaried,590,25,0
510,384,138626,12.39,27,885911,Salaried,693,6,0
511,385,272814,12.44,45,1228116,Self-Employed,689,19,0
512,386,51758,10.18,45,512016,Salaried,791,67,0
513,387,328780,13.43,45,1260116,Self-Employed,680,74,0
514,387,212490,13.53,45,1260116,Self-Employed,680,78,0
515,388,54620,14.85,32,188182,Salaried,633,60,0
516,388,55626,15.45,32,188182,Salaried,633,60,0
517,389,82097,10.74,40,212994,Self-Employed,792,14,0
518,390,123138,15.09,35,511004,Salaried,644,96,1
519,390,73062,15.86,35,511004,Salaried,644,60,0
520,391,124738,17.72,33,446216,Salaried,551,60,0
521,392,277026,15.14,33,800851,Self-Employed,647,128,1
522,392,265050,14.03,33,800851,Self-Employed,647,122,1
523,393,339340,10.58,26,1107866,Salaried,769,73,0
524,394,74694,12.72,24,279804,Salaried,651,78,0
525,394,104099,12.63,24,279804,Salaried,651,60,0
526,394,50346,12.6,24,279804,Salaried,651,37,0
527,395,107614,10.22,42,395034,Salaried,792,58,0
528,396,321873,15.09,34,1350991,Self-Employed,644,62,0
529,397,69955,13.65,38,773258,Salaried,650,63,0
530,398,75779,14.93,44,348671,Salaried,633,15,0
531,398,52837,14.22,44,348671,Salaried,633,26,0
532,398,152147,15.16,44,348671,Salaried,633,51,0
533,399,263221,12.12,22,726457,Salaried,670,74,0
534,400,88897,15.83,30,203243,Salaried,632,62,0
535,400,55377,14.38,30,203243,Salaried,632,78,0
536,401,342559,15.3,37,1619961,Self-Employed,613,62,0
537,402,75199,12.12,39,498318,Self-Employed,668,3,0
538,403,285119,16.84,33,757570,Salaried,559,74,0
539,404,419084,17.26,44,947729,Salaried,588,60,0
540,405,53898,15.57,38,215240,Self-Employed,647,7,0
541,406,86773,11.51,26,549009,Salaried,731,38,0
542,406,172777,10.62,26,549009,Salaried,731,51,0
543,406,59403,11.36,26,549009,Salaried,731,32,0
544,407,91664,12.76,29,555904,Salaried,652,98,1
545,408,68243,15.49,42,241728,Salaried,608,29,0
546,409,93372,13.81,40,427307,Self-Employed,653,45,0
547,410,318524,16.61,21,1657624,Salaried,556,28,0
548,411,64132,11.6,47,252891,Self-Employed,772,60,0
549,412,102882,17.34,41,215359,Salaried,561,101,1
550,413,578294,12.03,47,1737820,Salaried,679,8,0
551,414,149076,12.32,33,562561,Self-Employed,657,140,1
552,415,230239,14.7,34,733239,Salaried,646,29,0
553,415,118718,15.36,34,733239,Salaried,646,62,0
554,416,60900,11.01,27,260630,Salaried,795,59,0
555,417,355652,15.7,56,854396,Salaried,621,74,0
556,418,99117,15.71,35,397573,Salaried,641,79,0
557,419,227753,10.18,49,890685,Salaried,782,70,0
558,419,201048,11.07,49,890685,Salaried,782,60,0
559,420,510699,14.15,31,931943,Salaried,602,62,0
560,420,336228,14.92,31,931943,Salaried,602,9,0
561,421,187489,13.42,37,384861,Salaried,677,60,0
562,421,85081,12.79,37,384861,Salaried,677,60,0
563,422,71430,12.12,23,185295,Salaried,686,60,0
564,423,120233,15.08,33,541234,Salaried,627,63,0
565,423,181869,14.26,33,541234,Salaried,627,75,0
566,424,549953,14.93,44,1192752,Salaried,609,8,0
567,425,479464,16.87,26,1519706,Salaried,563,67,0
568,425,617583,16.76,26,1519706,Salaried,563,128,1
569,426,236652,15.93,45,556985,Salaried,638,131,1
570,426,183003,15.07,45,556985,Salaried,638,44,0
571,427,223514,12.23,39,547747,Salaried,676,118,1
572,428,191415,15.25,28,516093,Salaried,611,27,0
573,429,246996,13.1,32,1224931,Salaried,677,32,0
574,430,77263,11.11,32,386287,Salaried,724,16,0
575,431,336587,12.96,36,1453525,Self-Employed,669,60,0
576,432,52711,10.08,32,226464,Salaried,705,60,0
577,433,80020,14.76,29,265861,Salaried,635,57,0
578,434,220721,14.95,34,646266,Salaried,603,50,0
579,435,965252,15.87,28,1739422,Salaried,642,78,0
580,436,242282,10.6,26,970894,Self-Employed,703,60,0
581,437,133624,11.72,36,1624498,Salaried,799,7,0
582,438,54204,12.49,43,189987,Self-Employed,696,60,0
583,438,55886,13.41,43,189987,Self-Employed,696,15,0
584,439,79983,14.97,24,229353,Self-Employed,645,12,0
585,440,61742,12.19,36,458252,Salaried,676,76,0
586,441,105623,16.56,31,309076,Self-Employed,589,78,0
587,442,104969,11.49,28,325641,Self-Employed,706,76,0
588,443,301191,10.4,43,965878,Salaried,711,76,0
589,444,109619,13.19,32,711439,Self-Employed,698,61,0
590,444,210147,12.26,32,711439,Self-Employed,698,44,0
591,445,142486,16.68,48,375711,Salaried,587,60,0
592,446,63618,12.68,30,225817,Salaried,665,24,0
593,447,94393,14.94,39,282857,Salaried,618,60,0
594,447,125825,14.39,39,282857,Salaried,618,71,0
595,447,87427,15.8,39,282857,Salaried,618,60,0
596,448,84911,15.9,34,252088,Self-Employed,646,60,0
597,448,57961,15.33,34,252088,Self-Employed,646,60,0
598,449,71989,12.26,30,209753,Self-Employed,694,48,0
599,450,74236,14.64,41,592973,Self-Employed,624,42,0
600,450,280495,15.56,41,592973,Self-Employed,624,105,1
601,451,64085,10.68,35,455577,Salaried,729,38,0
602,452,56681,17.52,41,432959,Salaried,571,142,1
603,453,123939,10.07,36,839520,Salaried,744,19,0
604,454,88034,15.41,27,472899,Salaried,615,102,1
605,455,71547,14.88,35,189019,Salaried,649,60,0
606,456,141972,12.96,36,279354,Salaried,659,60,0
607,457,226592,15.79,44,1182787,Salaried,627,151,1
608,458,143573,12.78,29,1524146,Salaried,651,9,0
609,459,151099,15.2,36,368762,Salaried,645,60,0
610,460,88462,16.09,22,805271,Salaried,555,60,0
611,461,85142,11.8,41,619859,Self-Employed,704,60,0
612,461,166451,11.88,41,619859,Self-Employed,704,33,0
613,461,118748,11.31,41,619859,Self-Employed,704,105,1
614,462,289564,12.7,27,889695,Salaried,664,14,0
615,462,176023,13.03,27,889695,Salaried,664,38,0
616,463,99501,14.32,22,252860,Salaried,608,73,0
617,464,106535,15.4,36,444921,Salaried,637,7,0
618,465,446924,14.74,45,814817,Salaried,629,61,0
619,465,301562,14.73,45,814817,Salaried,629,52,0
620,466,61200,15.21,24,341227,Self-Employed,627,56,0
621,467,336680,13.35,27,685431,Self-Employed,685,61,0
622,468,86095,14.06,30,251071,Salaried,632,33,0
623,468,98602,14.06,30,251071,Salaried,632,60,0
624,469,184396,14.95,27,522191,Salaried,613,95,1
625,470,69279,17.41,39,505717,Self-Employed,573,121,1
626,471,155890,14.74,30,623300,Salaried,648,99,1
627,472,111554,11.07,30,320315,Self-Employed,764,23,0
628,473,427119,17.41,41,1171878,Salaried,579,66,0
629,474,230873,11.28,30,852094,Salaried,757,64,0
630,474,143550,10.06,30,852094,Salaried,757,77,0
631,474,217949,10.93,30,852094,Salaried,757,23,0
632,475,91406,11.06,39,416681,Salaried,719,105,1
633,476,65509,14.48,28,377627,Salaried,619,60,0
634,476,158026,15.54,28,377627,Salaried,619,28,0
635,477,121517,14.57,26,427360,Salaried,631,66,0
636,478,60344,12.63,21,325793,Self-Employed,675,35,0
637,479,452936,14.81,51,975718,Self-Employed,601,60,0
638,480,134130,10.18,33,431418,Salaried,785,6,0
639,481,76292,17.03,38,194933,Salaried,570,76,0
640,481,57443,17.65,38,194933,Salaried,570,18,0
641,482,74245,11.17,36,369275,Self-Employed,769,50,0
642,483,161113,12.75,37,1532934,Salaried,657,76,0
643,484,149412,16.5,36,664911,Salaried,562,69,0
644,485,153326,13.58,51,727086,Salaried,695,60,0
645,486,112699,11.73,28,792595,Salaried,762,60,0
646,487,173305,14.68,24,453488,Salaried,617,78,0
647,487,83712,14.63,24,453488,Salaried,617,151,1
648,487,138741,15.45,24,453488,Salaried,617,36,0
649,488,56559,15.3,28,197729,Self-Employed,621,50,0
650,488,70771,15.4,28,197729,Self-Employed,621,31,0
651,489,136514,13.63,25,562765,Salaried,696,79,0
652,490,74623,16.92,42,305197,Salaried,550,28,0
653,491,99413,12.07,43,671605,Salaried,668,75,0
654,492,176000,14.78,28,459217,Salaried,618,49,0
655,492,235633,15.49,28,459217,Salaried,618,71,0
656,493,114910,16.23,25,259746,Salaried,589,77,0
657,494,259063,11.3,33,701403,Salaried,763,69,0
658,494,141227,11.17,33,701403,Salaried,763,53,0
659,495,68431,13.14,47,186445,Salaried,663,107,1
660,495,58858,13.36,47,186445,Salaried,663,119,1
661,496,65951,11.27,21,252717,Self-Employed,700,75,0
662,497,143575,17.13,40,216015,Salaried,563,71,0
663,497,122311,16.3,40,216015,Salaried,563,139,1
664,498,144162,16.79,27,773713,Self-Employed,582,27,0
665,499,77194,15.58,44,194035,Salaried,641,65,0
666,500,53805,16.91,27,279629,Self-Employed,584,67,0
667,500,111705,17.79,27,279629,Self-Employed,584,44,0
668,500,168834,17.4,27,279629,Self-Employed,584,60,0
669,501,153177,14.49,34,293904,Salaried,607,45,0
670,502,492647,15.63,24,1614130,Salaried,602,76,0
671,503,51260,10.36,28,441975,Salaried,712,4,0
672,503,146200,11.2,28,441975,Salaried,712,74,0
673,504,211854,10.98,47,810597,Salaried,782,44,0
674,505,57254,13.97,43,205616,Salaried,669,60,0
675,506,108321,12.69,33,247758,Self-Employed,655,61,0
676,507,50026,15.83,29,337820,Salaried,643,115,1
677,508,78917,11.09,21,533098,Salaried,704,71,0
678,509,94032,11.86,33,606506,Self-Employed,712,51,0
679,510,152771,10.45,36,809602,Salaried,751,60,0
680,511,92749,14.47,35,290556,Salaried,626,94,1
681,512,327633,13.2,35,1064894,Self-Employed,664,60,0
682,513,294096,15.35,27,1191995,Salaried,630,5,0
683,513,166690,14.54,27,1191995,Salaried,630,60,0
684,514,88741,12.02,35,434599,Salaried,667,71,0
685,515,148351,13.69,36,460486,Self-Employed,684,60,0
686,515,126446,12.96,36,460486,Self-Employed,684,140,1
687,516,173882,15.71,46,552254,Self-Employed,631,60,0
688,516,88019,14.93,46,552254,Self-Employed,631,123,1
689,517,68795,12.43,51,222345,Salaried,685,60,0
690,518,89234,10.21,35,419159,Salaried,719,66,0
691,519,70524,12.3,30,282679,Salaried,663,60,0
692,520,67958,13.26,35,303014,Self-Employed,671,51,0
693,521,70710,12.51,31,229377,Self-Employed,670,109,1
694,522,400226,11.43,30,1759827,Self-Employed,769,4,0
695,523,390269,16.87,36,1350552,Salaried,558,153,1
696,524,112077,15.43,28,506423,Salaried,604,60,0
697,524,58190,14.61,28,506423,Salaried,604,60,0
698,525,149472,13.67,41,517233,Salaried,684,31,0
699,526,78192,13.7,35,523481,Salaried,666,60,0
700,527,116925,12.81,38,860113,Salaried,660,26,0
701,528,58486,10.59,35,219371,Salaried,777,60,0
702,528,70329,11.5,35,219371,Salaried,777,60,0
703,529,74375,12.22,30,555657,Salaried,696,73,0
704,529,58524,13.53,30,555657,Salaried,696,59,0
705,529,132991,12.05,30,555657,Salaried,696,62,0
706,530,210690,17.85,28,390552,Salaried,564,60,0
707,530,224703,16.61,28,390552,Salaried,564,5,0
708,531,125224,12.81,34,758536,Salaried,691,47,0
709,531,259134,12.14,34,758536,Salaried,691,29,0
710,531,129716,12.94,34,758536,Salaried,691,39,0
711,532,122919,11.97,32,492286,Salaried,722,60,0
712,532,65578,11.84,32,492286,Salaried,722,71,0
713,533,74963,10.59,38,630948,Salaried,748,60,0
714,534,79222,13.28,36,292524,Self-Employed,670,121,1
715,534,53495,12.1,36,292524,Self-Employed,670,79,0
716,535,117628,17.02,25,794343,Self-Employed,594,73,0
717,536,261546,14.8,37,540027,Self-Employed,620,79,0
718,536,275178,15.07,37,540027,Self-Employed,620,77,0
719,537,79589,14.4,25,258937,Self-Employed,625,29,0
720,538,87633,12.78,31,360215,Self-Employed,686,6,0
721,539,171048,14.51,34,454680,Salaried,600,60,0
722,540,86652,13.39,21,519319,Salaried,673,22,0
723,541,69378,12.69,37,532089,Salaried,667,9,0
724,542,103550,14.91,37,579101,Salaried,613,129,1
725,542,69430,14.35,37,579101,Salaried,613,65,0
726,543,58757,15.05,35,1119907,Salaried,614,34,0
727,544,64831,14.08,33,234793,Self-Employed,643,45,0
728,545,205521,17.46,33,1202187,Salaried,596,60,0
729,546,119860,13.1,28,587689,Self-Employed,694,74,0
730,546,148517,12.59,28,587689,Self-Employed,694,59,0
731,547,191430,14.62,34,679683,Self-Employed,612,61,0
732,548,916029,16.55,32,1658207,Self-Employed,590,60,0
733,549,86691,12.26,37,191206,Salaried,657,70,0
734,549,57246,12.12,37,191206,Salaried,657,44,0
735,550,94518,15.09,26,373688,Salaried,633,60,0
736,551,236770,10.51,38,686239,Self-Employed,784,60,0
737,552,186331,15.01,37,935755,Salaried,633,15,0
738,553,370724,12.09,35,1055124,Salaried,673,66,0
739,554,51674,11.12,32,202289,Salaried,765,125,1
740,555,165911,15.06,40,990371,Salaried,636,69,0
741,556,198875,15.56,23,1484997,Salaried,632,31,0
742,557,59068,14.74,40,592378,Salaried,611,60,0
743,558,159833,12.27,38,972423,Salaried,673,143,1
744,559,58790,10.83,38,208724,Self-Employed,724,31,0
745,560,171745,14.94,39,451109,Self-Employed,611,6,0
746,560,68338,15.39,39,451109,Self-Employed,611,155,1
747,561,52600,10.5,31,236837,Salaried,788,71,0
748,561,52371,10.63,31,236837,Salaried,788,19,0
749,561,81586,11.65,31,236837,Salaried,788,54,0
750,562,65943,15.98,34,951181,Self-Employed,625,31,0
751,563,56480,14.86,41,222543,Salaried,644,57,0
752,563,50442,15.47,41,222543,Salaried,644,79,0
753,564,82093,10.62,39,326753,Salaried,716,8,0
754,565,292829,13.17,38,577123,Salaried,667,39,0
755,566,115182,16.13,24,597509,Self-Employed,596,60,0
756,567,268884,16.56,40,662389,Salaried,565,63,0
757,568,65516,11.45,45,482716,Salaried,761,78,0
758,569,124282,14.57,44,840627,Salaried,614,50,0
759,570,251762,11.86,38,978927,Self-Employed,755,73,0
760,571,79626,15.92,24,261037,Salaried,625,72,0
761,572,51390,13.61,44,200301,Salaried,655,60,0
762,572,64314,13.29,44,200301,Salaried,655,63,0
763,573,140067,11.67,35,612671,Salaried,777,60,0
764,573,101505,10.27,35,612671,Salaried,777,60,0
765,574,118289,13.2,21,765705,Self-Employed,672,58,0
766,575,243762,11.29,39,797639,Salaried,731,144,1
767,576,277160,14.66,24,795801,Salaried,617,60,0
768,577,316758,14.73,26,1196520,Salaried,636,53,0
769,578,139998,14.65,31,350885,Self-Employed,639,58,0
770,579,127979,16.58,46,910966,Salaried,578,68,0
771,580,167058,15.82,33,490867,Salaried,639,52,0
772,581,162259,16.95,38,548079,Salaried,551,60,0
773,581,284347,16.38,38,548079,Salaried,551,60,0
774,582,97654,11.81,50,265001,Salaried,700,9,0
775,582,65006,11.99,50,265001,Salaried,700,60,0
776,583,209962,14.93,49,561385,Salaried,622,53,0
777,584,307052,15.34,35,677104,Salaried,628,70,0
778,585,67292,12.09,34,282490,Salaried,659,56,0
779,586,80157,15.6,26,228610,Salaried,602,73,0
780,587,116695,14.9,30,303073,Salaried,602,150,1
781,587,66736,14.68,30,303073,Salaried,602,79,0
782,588,80997,11.28,39,213798,Salaried,741,60,0
783,589,103926,10.69,39,282424,Salaried,771,60,0
784,589,54641,10.86,39,282424,Salaried,771,13,0
785,589,58413,10.57,39,282424,Salaried,771,113,1
786,590,62729,14.46,37,225479,Salaried,601,60,0
787,591,53188,10.34,44,235079,Self-Employed,714,68,0
788,592,161865,10.63,30,868373,Salaried,722,76,0
789,593,56421,13.6,36,203204,Self-Employed,672,148,1
790,594,64484,13.98,42,231197,Salaried,665,116,1
791,595,205045,13.68,41,866946,Self-Employed,699,28,0
792,596,190941,10.45,45,631400,Salaried,728,60,0
793,597,100214,15.18,39,222183,Salaried,604,62,0
794,598,100487,17.72,34,448268,Salaried,562,50,0
795,599,55641,17.37,39,1355557,Salaried,562,52,0
796,600,75354,11.57,28,842052,Salaried,756,59,0
797,601,151954,16.4,23,757514,Salaried,556,75,0
798,602,51316,11.7,41,442063,Salaried,773,60,0
799,602,66569,11.16,41,442063,Salaried,773,60,0
800,602,122885,10.54,41,442063,Salaried,773,91,1
801,603,59144,10.48,36,501874,Salaried,766,75,0
802,604,77804,14.79,38,251693,Salaried,631,26,0
803,605,65259,12.88,22,507986,Salaried,695,7,0
804,605,103728,13.19,22,507986,Salaried,695,55,0
805,606,54242,14.15,33,259336,Salaried,635,40,0
806,607,246027,10.01,31,1622149,Self-Employed,707,78,0
807,607,492215,11.18,31,1622149,Self-Employed,707,30,0
808,608,86859,12.83,29,453491,Salaried,665,35,0
809,609,72219,13.45,21,309113,Salaried,680,66,0
810,609,99441,13.86,21,309113,Salaried,680,41,0
811,610,50846,12.68,33,266370,Self-Employed,674,60,0
812,611,98318,13.6,43,373527,Salaried,680,60,0
813,612,84370,14.18,39,314909,Salaried,645,60,0
814,613,328676,16.36,31,1220450,Self-Employed,577,65,0
815,614,651602,13.36,36,1462375,Self-Employed,670,110,1
816,615,663332,15.23,42,1687234,Salaried,606,73,0
817,616,79004,11.67,21,588244,Salaried,778,34,0
818,617,140990,17.1,35,334924,Salaried,557,44,0
819,617,83072,17.55,35,334924,Salaried,557,118,1
820,618,267906,17.76,40,709360,Self-Employed,558,48,0
821,619,103382,14.44,41,279015,Salaried,635,32,0
822,620,258907,13.56,50,784261,Salaried,691,60,0
823,620,165643,12.6,50,784261,Salaried,691,60,0
824,621,312361,15.14,45,916730,Self-Employed,604,60,0
825,622,97743,11.91,39,450116,Salaried,745,35,0
826,623,196461,12.98,38,973788,Salaried,692,78,0
827,624,290306,13.31,42,677954,Self-Employed,681,105,1
828,625,94109,14.14,32,504003,Salaried,601,60,0
829,626,73996,12.38,36,208323,Salaried,682,17,0
830,627,99992,14.37,43,714931,Salaried,641,76,0
831,628,57776,11.33,52,185971,Self-Employed,792,60,0
832,629,56098,10.58,35,183431,Salaried,728,7,0
833,630,104761,15.55,36,504462,Salaried,636,7,0
834,631,58531,12.57,38,273168,Salaried,667,60,0
835,632,169479,12.18,47,823593,Salaried,678,32,0
836,633,227110,16.8,36,1011128,Self-Employed,580,72,0
837,634,151046,15.09,48,475905,Salaried,647,67,0
838,634,146849,14.54,48,475905,Salaried,647,119,1
839,635,118881,11.68,28,592930,Salaried,750,31,0
840,636,177609,10.88,35,957298,Salaried,741,127,1
841,636,272311,10.1,35,957298,Salaried,741,64,0
842,637,145026,15.07,34,450390,Self-Employed,621,32,0
843,637,199668,15.72,34,450390,Self-Employed,621,127,1
844,638,58873,14.98,42,200766,Salaried,617,9,0
845,638,88703,14.83,42,200766,Salaried,617,9,0
846,639,54643,13.62,44,200937,Self-Employed,691,31,0
847,639,52080,13.93,44,200937,Self-Employed,691,60,0
848,640,116689,15.17,24,378880,Salaried,631,104,1
849,641,96219,12.74,29,538067,Salaried,682,72,0
850,642,116511,15.91,39,685923,Salaried,613,75,0
851,642,260401,15.13,39,685923,Salaried,613,127,1
852,643,73734,12.49,31,185816,Salaried,669,32,0
853,643,70437,12.96,31,185816,Salaried,669,144,1
854,643,52272,12.22,31,185816,Salaried,669,63,0
855,644,112368,15.43,24,1307552,Salaried,606,65,0
856,645,347167,16.13,44,834812,Salaried,562,134,1
857,646,64400,14.73,40,197544,Self-Employed,626,42,0
858,646,86050,14.66,40,197544,Self-Employed,626,60,0
859,647,78042,11.5,40,217199,Self-Employed,775,60,0
860,648,63498,12.47,32,585222,Salaried,678,60,0
861,649,357674,12.91,44,1069827,Self-Employed,668,60,0
862,649,124066,12.43,44,1069827,Self-Employed,668,65,0
863,650,67722,14.68,34,402543,Salaried,601,71,0
864,650,181208,15.63,34,402543,Salaried,601,62,0
865,650,192703,15.76,34,402543,Salaried,601,65,0
866,651,496745,15.96,45,967189,Salaried,633,70,0
867,651,341999,14.73,45,967189,Salaried,633,40,0
868,652,74059,15.43,29,391033,Salaried,606,8,0
869,653,357498,14.41,29,963877,Salaried,621,69,0
870,654,143985,16.14,38,327710,Salaried,565,60,0
871,655,329344,10.75,30,1022648,Salaried,710,26,0
872,655,102299,11.15,30,1022648,Salaried,710,31,0
873,656,148598,14.59,41,275166,Self-Employed,601,50,0
874,657,57143,11.82,38,274291,Salaried,773,43,0
875,657,55587,10.47,38,274291,Salaried,773,70,0
876,658,234892,15.36,29,507825,Self-Employed,633,128,1
877,659,159413,17.14,37,515917,Salaried,552,74,0
878,660,613788,14.81,33,1317807,Salaried,632,5,0
879,661,134724,14.88,43,245558,Salaried,600,60,0
880,662,228906,15.52,31,920675,Salaried,636,60,0
881,663,54583,12.01,32,199224,Salaried,678,24,0
882,664,103177,15.52,46,250949,Self-Employed,617,40,0
883,665,74755,11.58,54,223809,Self-Employed,744,24,0
